year,paint_date,height,width,artist,artist_met,aic,louvre,orsay,met,birth1
1859-1860,1859,27,22,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1857,1865,83.5,148.5,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1855,1868,50.5,61.5,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1871-1872,1870,40.5,32.5,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1865,1859,38.2,46.4,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1858-1860,1857,53,41,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1862,1855,81.5,65,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1871,1871,54.5,39.5,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1872,1865,116.5,89.5,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1873,1859,79.8,54.3,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1872,1862,48.5,61.5,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1876-1887,1871,38,46,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1886-1890,1872,32.7,46.3,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1911-1923,1873,61.5,46.5,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1908-1909,1872,65,54,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1910,1881,65.2,81.2,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1920-1925,1888,39,89.5,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1865-1866,1866,187.7,109.9,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,1,0,0,0,1832
1864,1864,73.6,92.6,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,1,0,0,0,1832
1862-1872,1865,190.8,148.3,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,1,0,0,0,1832
1865-1867,1879,61.2,50.7,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,1,0,0,0,1832
1878,1865,48,60.4,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,1,0,0,0,1832
1866,1864,73.4,92.1,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,1,0,0,0,1832
1923,1867,61.8,54.3,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,1,0,0,0,1832
1938,1866,187.3,108,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,1,0,0,0,1832
1911-1912,1878,61.3,50.7,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,1,0,0,0,1832
1927,1866,43.9,84.5,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,1,0,0,0,1832
1882,1872,55.5,40.5,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1874,1873,60,73.5,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1876,1881,79,72,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1860,1880,16.9,21.9,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1878-1879,1882,54.5,35,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1848-1883,1874,61,50.5,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1879-1889,1876,53,64,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1873,1860,110,90,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1876,1878,77,64.5,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1863,1872,61,73.2,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1868,1874,94,73.8,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1863,1873,113,166.5,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1866,1876,27.2,35.7,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1868-1869,1863,207,265,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1869-1873,1868,146,114,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1877,1863,130.5,191,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1882,1866,160.5,97,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1880,1868,170,125,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1878,1871,42,94,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1864,1877,182,110,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1872,1882,56,35.5,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1864,1880,14,22,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1869,1878,65.2,52,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1865,1864,93.3,70,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1865-1866,1872,60.4,45.2,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1862,1864,45,73.5,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1864,1869,81.5,101,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1864,1865,92,73.5,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1868,1865,90,111,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1864,1862,123,92,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1870,1864,55.6,46,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1865-1867,1864,30.5,46.5,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1864,1868,38.5,46.5,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1865,1864,38,46,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1879-1880,1870,98,128,"Edouard Manet (b. 1832, d. 1883)",_douard Manet,0,0,1,0,1832
1937,1906,36,24,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1907-1908,1927,100.7,72.2,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1903,1894,213.5,154,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1891,1916,INA,INA,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1892,1937,66,50.4,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1936-1937,1907,230,164,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1932-1938,1903,58,60,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1914,1891,74,92,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1891,1892,33,64.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1907,1936,88,81.2,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1900,1935,101,66,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1919-1920,1914,107.7,137.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1909,1891,27,21.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1901,1907,23.5,18.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1907,1900,63.4,60.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1908,1919,111.5,97.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1928-1930,1909,46,56,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1917-1918,1901,82,60,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1811,1907,59,45,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1910-1911,1908,112.5,67.6,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1906,1929,148,146,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1906,1917,110,20,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1904,1811,400,300,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1905-1906,1910,50,50,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1920,1906,200,200.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1928-1929,1906,75,68,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1933,1904,60,58,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1928-1932,1905,68.4,96.8,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1908,1920,84.5,81,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1913,1928,119,106,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1897,1933,124.5,136.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1900,1930,116,89.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1889,1908,65,64,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1896,1913,53,52,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1893,1897,51.5,76,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1887-1888,1900,64.5,50.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1917-1919,1889,24.5,19.1,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1890,1896,21.5,19.3,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1907-1912,1893,28,36,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1899,1887,46,65,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1907-1908,1918,96,66,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1899,1890,35.9,28.1,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1917,1909,75,56.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1909,1899,240,154.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1909,1907,118,88,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1906,1899,59.7,96,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1905,1917,103,55,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1903-1904,1909,50,60,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1901,1909,49,61.4,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1896-1899,1906,21.1,17,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1896,1905,49.7,51.8,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1895,1903,27,36,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1894,1901,44.3,43.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1892,1897,44,55.3,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1891,1896,24.8,32.6,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1891,1895,26,10,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1891,1894,28,33.8,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1891,1892,34.5,26.8,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1891,1891,30,23,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1891,1891,32.5,36.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1890,1891,18.1,23,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1891,1891,22.5,14.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1891,1891,21.6,16.3,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1890,1891,27,11,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1889,1890,36,32,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1916,1891,24.5,33.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1905,1891,42.8,29.6,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1891,1890,34,23,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1910,1889,12.5,21,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1905-1907,1916,88.5,219.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1898,1905,61,51,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1893,1891,12,19,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1891,1910,50,45,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1890,1906,21,22.8,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1912,1898,60.5,56,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1894,1893,26.5,21.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1894,1891,21,17,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1907-1908,1890,34.5,18.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1915,1912,201,113.7,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1930,1894,214.5,88,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1932-1935,1894,214.5,92,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1936,1907,230,163.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1935,1915,160,230,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1909,1930,114,94,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1907,1933,72,113,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1930,1936,94,119,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1939-1940,1935,119,97,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1936-1937,1909,96.5,135,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1915-1916,1907,105.5,127,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1908,1930,114.6,147.1,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1952,1939,210.2,149.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1890-1891,1936,92,93,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1891,1915,105,75,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1894,1908,51,62.5,"Edouard Vuillard (b. 1868, d. 1940)",_douard Vuillard,0,0,1,0,1868
1950,1920,54.1,65.1,"Fernand Leger (b. 1881, d. 1955)",Fernand L_ger,1,0,0,0,1881
1922,1919,54.1,65.7,"Fernand Leger (b. 1881, d. 1955)",Fernand L_ger,1,0,0,0,1881
1926,1928,73.3,92.1,"Fernand Leger (b. 1881, d. 1955)",Fernand L_ger,1,0,0,0,1881
1921-1927,1941,186.7,217.8,"Fernand Leger (b. 1881, d. 1955)",Fernand L_ger,1,0,0,0,1881
1947,1950,53.7,64.8,"Fernand Leger (b. 1881, d. 1955)",Fernand L_ger,1,0,0,0,1881
1872,1922,64.5,92,"Fernand Leger (b. 1881, d. 1955)",Fernand L_ger,1,0,0,0,1881
1873,1926,92,73,"Fernand Leger (b. 1881, d. 1955)",Fernand L_ger,1,0,0,0,1881
1881,1924,130.5,97.2,"Fernand Leger (b. 1881, d. 1955)",Fernand L_ger,1,0,0,0,1881
1880,1947,65.4,54.6,"Fernand Leger (b. 1881, d. 1955)",Fernand L_ger,1,0,0,0,1881
1941,1926,66,93.3,"Fernand Leger (b. 1881, d. 1955)",Fernand L_ger,0,0,1,0,1881
1921,1920,92.1,73.3,"Francis Picabia (b. 1879, d. 1953)",Francis Picabia,1,0,0,0,1879
1905,1913,300.4,300.7,"Francis Picabia (b. 1879, d. 1953)",Francis Picabia,1,0,0,0,1879
1907,1928,60.3,81.2,"Francis Picabia (b. 1879, d. 1953)",Francis Picabia,1,0,0,0,1879
1888,1952,195.6,254,"Franz Kline (b. 1910, d. 1962)",,1,0,0,0,1910
1906,1951,36.5,55.6,"Georges Braque (b. 1882, d. 1963)",Georges Braque ,1,0,0,0,1882
1906,1913,34.6,23.8,"Georges Braque (b. 1882, d. 1963)",Georges Braque ,1,0,0,0,1882
1936,1909,81.1,80.5,"Georges Braque (b. 1882, d. 1963)",Georges Braque ,1,0,0,0,1882
1912,1938,114.3,145.5,"Georges Braque (b. 1882, d. 1963)",Georges Braque ,1,0,0,0,1882
1913,1906,60.3,72.7,"Georges Braque (b. 1882, d. 1963)",Georges Braque ,1,0,0,0,1882
1915,1906,59.7,73,"Georges Braque (b. 1882, d. 1963)",Georges Braque ,1,0,0,0,1882
1915,1936,92,73,"Georges Braque (b. 1882, d. 1963)",Georges Braque ,1,0,0,0,1882
1884-1886,1885,207.5,308.1,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,1,0,0,0,1859
1883,1883,15.8,25.1,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,1,0,0,0,1859
1884,1884,15.5,24.3,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,1,0,0,0,1859
1881,1881,17.5,26.5,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,0,0,1,0,1859
1887,1887,24.3,15.3,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,0,0,1,0,1859
1883,1883,15.4,25,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,0,0,1,0,1859
1886,1886,25,15.7,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,0,0,1,0,1859
1883,1883,16.3,25.5,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,0,0,1,0,1859
1885,1885,15.7,25,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,0,0,1,0,1859
1885,1885,16,24,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,0,0,1,0,1859
1881-1882,1881,32.5,40.7,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,0,0,1,0,1859
1887,1887,24.7,15.5,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,0,0,1,0,1859
1891,1891,55.2,46.2,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,0,0,1,0,1859
1882,1882,46,38,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,0,0,1,0,1859
1879,1879,16.5,25.5,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,0,0,1,0,1859
1883,1883,15.5,25,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,0,0,1,0,1859
1882-1883,1882,165,26,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,0,0,1,0,1859
1887,1887,25,15.8,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,0,0,1,0,1859
1891,1891,186,152,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,0,0,1,0,1859
1888,1888,66,82,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,0,0,1,0,1859
1884-1886,1885,16,25,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,0,0,1,0,1859
1884,1884,15.5,25,"Georges Seurat (b. 1859, d. 1891)",Georges Seurat,0,0,1,0,1859
1885-1886,1887,100.3,161.3,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,1,0,0,0,1864
1892-1895,1888,15.15,15.15,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,1,0,0,0,1864
1848-1914,1889,88.5,101.3,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,1,0,0,0,1864
1892,1886,80.7,59.5,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,1,0,0,0,1864
1896,1885,153.5,152.5,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,1,0,0,0,1864
1896,1893,123,141,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,1,0,0,0,1864
1890,1881,32,33,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,0,0,1,0,1864
1891,1892,85.5,45,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,0,0,1,0,1864
1848-1914,1896,56,48,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,0,0,1,0,1864
1889,1896,31,39.6,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,0,0,1,0,1864
1895,1890,54,40,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,0,0,1,0,1864
1900,1891,74,58,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,0,0,1,0,1864
1898,1881,44.5,30,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,0,0,1,0,1864
1894,1889,99,75,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,0,0,1,0,1864
1894,1895,298,316,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,0,0,1,0,1864
1892,1900,95,65.5,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,0,0,1,0,1864
1892,1898,60.1,51,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,0,0,1,0,1864
1891,1894,68.5,47.5,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,0,0,1,0,1864
1897,1894,58,46,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,0,0,1,0,1864
1889,1892,53.5,70,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,0,0,1,0,1864
1895,1892,50,40,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,0,0,1,0,1864
1946,1891,44,30,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,0,0,1,0,1864
1953,1897,54,67,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,0,0,1,0,1864
1938-1941,1889,67,54,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,0,0,1,0,1864
1926,1895,58,43,"Henri de Toulouse-Lautrec (b. 1864, d. 1901)",Henri de Toulouse-Lautrec,0,0,1,0,1864
1893-1895,1894,25.5,45.5,"Henri Julien Felix Rousseau (b. 1844, d. 1910)",,1,0,0,0,1844
1904,1904,33,24.1,"Henri Julien Felix Rousseau (b. 1844, d. 1910)",,1,0,0,0,1844
1910,1910,116.2,150.2,"Henri Julien Felix Rousseau (b. 1844, d. 1910)",,1,0,0,0,1844
1907,1907,167,189.5,"Henri Julien Felix Rousseau (b. 1844, d. 1910)",,0,0,1,0,1844
1894,1894,114.5,195,"Henri Julien Felix Rousseau (b. 1844, d. 1910)",,0,0,1,0,1844
1896,1896,198,114.5,"Henri Julien Felix Rousseau (b. 1844, d. 1910)",,0,0,1,0,1844
1905,1927,14.3,24.1,"Henri Matisse (b. 1869, d. 1954)",,1,0,0,0,1869
1905,1962,130.8,162.6,"Henri Matisse (b. 1869, d. 1954)",,1,0,0,0,1869
1961-1963,1904,98,118.5,"Henri Matisse (b. 1869, d. 1954)",,0,0,1,0,1869
1912,1937,245,195,"Henri Matisse (b. 1869, d. 1954)",,0,0,1,0,1869
1918-1920,1918,INA,INA,"Henri Matisse (b. 1869, d. 1954)",,0,0,1,0,1869
1920,1946,149.8,208.3,"Jackson Pollock (b. 1912, d. 1956)",,1,0,0,0,1912
1919,1953,182.9,244.2,"Jackson Pollock (b. 1912, d. 1956)",,1,0,0,0,1912
1928,1939,56.5,127.6,"Jackson Pollock (b. 1912, d. 1956)",,1,0,0,0,1912
1921,1912,93.3,74.4,"Juan Gris (b. 1887, d. 1927)",Juan Gris,1,0,0,0,1887
1912,1913,91.4,59.7,"Juan Gris (b. 1887, d. 1927)",Juan Gris,1,0,0,0,1887
1914,1915,29.2,19.7,"Juan Gris (b. 1887, d. 1927)",Juan Gris,1,0,0,0,1887
1887-1888,1915,92.1,73,"Juan Gris (b. 1887, d. 1927)",Juan Gris,1,0,0,0,1887
1888,1921,38.1,61.3,"Juan Gris (b. 1887, d. 1927)",Juan Gris,1,0,0,0,1887
1889,1912,45.7,37.8,"Juan Gris (b. 1887, d. 1927)",Juan Gris,1,0,0,0,1887
1886,1914,54,72.4,"Juan Gris (b. 1887, d. 1927)",Juan Gris,1,0,0,0,1887
1953-1954,1923,116.8,89.4,"Marc Chagall (b. 1887, d. 1985)",Marc Chagall,1,0,0,0,1887
1949,1938,154.6,140,"Marc Chagall (b. 1887, d. 1985)",Marc Chagall,1,0,0,0,1887
1953,1911,113.4,195.3,"Marc Chagall (b. 1887, d. 1985)",Marc Chagall,1,0,0,0,1887
